fieldname,datasourcemv,lknamemv,newfieldname,taxonomic
SURVEY_ID,Allison Gamble,st.olaf,SURVEY_ID,N
SURVEY_ID,Allison Gamble,stay,SURVEY_ID,N
SURVEY_ID,Allison Gamble,tetonka,SURVEY_ID,N
SURVEY_ID,Allison Gamble,volney,SURVEY_ID,N
SURVEY_ID,Allison Gamble,washington,SURVEY_ID,N
SURVEY_ID,Allison Gamble,west jefferson,SURVEY_ID,N
SURVEY_ID,Allison Gamble_19,benton,SURVEY_ID,N
SURVEY_ID,Allison Gamble_19,cedar,SURVEY_ID,N
SURVEY_ID,Allison Gamble_19,duck,SURVEY_ID,N
SURVEY_ID,Allison Gamble_19,dudley,SURVEY_ID,N
SURVEY_ID,Allison Gamble_19,frances,SURVEY_ID,N
SURVEY_ID,Allison Gamble_19,french,SURVEY_ID,N
SURVEY_ID,Allison Gamble_19,george,SURVEY_ID,N
SURVEY_ID,Allison Gamble_19,kelly,SURVEY_ID,N
SURVEY_ID,Allison Gamble_19,rays,SURVEY_ID,N
SURVEY_ID,Allison Gamble_19,reeds,SURVEY_ID,N
SURVEY_ID,Allison Gamble_19,roemhildt,SURVEY_ID,N
SURVEY_ID,Allison Gamble_19,shields,SURVEY_ID,N
SURVEY_ID,Allison Gamble_19,washington,SURVEY_ID,N
SURVEY_ID,Andrea Prichard,beaver,SURVEY_ID,N
SURVEY_ID,Andrea Prichard,black,SURVEY_ID,N
SURVEY_ID,Andrea Prichard,charley,SURVEY_ID,N
SURVEY_ID,Andrea Prichard,como,SURVEY_ID,N
SURVEY_ID,Andrea Prichard,crosby,SURVEY_ID,N
SURVEY_ID,Andrea Prichard,goose,SURVEY_ID,N
SURVEY_ID,Andrea Prichard,island,SURVEY_ID,N
SURVEY_ID,Andrea Prichard,little crosby,SURVEY_ID,N
SURVEY_ID,Andrea Prichard,loeb,SURVEY_ID,N
SURVEY_ID,Andrea Prichard,mccarrons,SURVEY_ID,N
SURVEY_ID,Andrea Prichard,owasso,SURVEY_ID,N
SURVEY_ID,Andrea Prichard,turtle,SURVEY_ID,N
SURVEY_ID,Andrea Prichard,wilkinson,SURVEY_ID,N
SURVEY_ID,Andrea Prichard_19,silver,SURVEY_ID,N
SURVEY_ID,Andrea Prichard_19,silver west,SURVEY_ID,N
SURVEY_ID,Andrea Prichard_19,snail,SURVEY_ID,N
SURVEY_ID,Andrea Prichard_19,whitebear,SURVEY_ID,N
SURVEY_ID,April Londo,bald eagle,SURVEY_ID,N
SURVEY_ID,April Londo,big carnelian,SURVEY_ID,N
SURVEY_ID,April Londo,big marine,SURVEY_ID,N
SURVEY_ID,April Londo,cedar,SURVEY_ID,N
SURVEY_ID,April Londo,cedar island,SURVEY_ID,N
SURVEY_ID,April Londo,coon,SURVEY_ID,N
SURVEY_ID,April Londo,coon east,SURVEY_ID,N
SURVEY_ID,April Londo,coon west,SURVEY_ID,N
SURVEY_ID,April Londo,crooked,SURVEY_ID,N
SURVEY_ID,April Londo,demontreville,SURVEY_ID,N
SURVEY_ID,April Londo,diamond,SURVEY_ID,N
SURVEY_ID,April Londo,elmo,SURVEY_ID,N
SURVEY_ID,April Londo,forest,SURVEY_ID,N
SURVEY_ID,April Londo,ham,SURVEY_ID,N
SURVEY_ID,April Londo,hyland,SURVEY_ID,N
SURVEY_ID,April Londo,jane,SURVEY_ID,N
SURVEY_ID,April Londo,johanna,SURVEY_ID,N
SURVEY_ID,April Londo,josephine,SURVEY_ID,N
SURVEY_ID,April Londo,long,SURVEY_ID,N
SURVEY_ID,April Londo,mcmahon,SURVEY_ID,N
SURVEY_ID,April Londo,medicine,SURVEY_ID,N
SURVEY_ID,April Londo,minnetonka north arm,SURVEY_ID,N
SURVEY_ID,April Londo,o'dowd,SURVEY_ID,N
SURVEY_ID,April Londo,olson,SURVEY_ID,N
SURVEY_ID,April Londo,orchard,SURVEY_ID,N
SURVEY_ID,April Londo,pierson,SURVEY_ID,N
SURVEY_ID,April Londo,rebecca,SURVEY_ID,N
SURVEY_ID,April Londo,sarah east,SURVEY_ID,N
SURVEY_ID,April Londo,sarah west,SURVEY_ID,N
SURVEY_ID,April Londo,schmidt,SURVEY_ID,N
SURVEY_ID,April Londo,silver,SURVEY_ID,N
SURVEY_ID,April Londo,turtle,SURVEY_ID,N
SURVEY_ID,April Londo,winona,SURVEY_ID,N
SURVEY_ID,April Londo,zumbra,SURVEY_ID,N
SURVEY_ID,brasch,cleary,SURVEY_ID,N
SURVEY_ID,brasch,hyland,SURVEY_ID,N
SURVEY_ID,brasch,medicine,SURVEY_ID,N
SURVEY_ID,brasch,rebecca,SURVEY_ID,N
SURVEY_ID,brasch,sarahe,SURVEY_ID,N
SURVEY_ID,brasch,sarahw,SURVEY_ID,N
SURVEY_ID,brasch,silver,SURVEY_ID,N
SURVEY_ID,Britta Belden,loeb,SURVEY_ID,N
SURVEY_ID,Britta Belden,lower crosby,SURVEY_ID,N
SURVEY_ID,Britta Belden,mccarron,SURVEY_ID,N
SURVEY_ID,Britta Belden,upper crosby,SURVEY_ID,N
SURVEY_ID,Cole Loewen,clearwater,SURVEY_ID,N
SURVEY_ID,Cole Loewen,louisa,SURVEY_ID,N
SURVEY_ID,Cole Loewen,marie,SURVEY_ID,N
SURVEY_ID,crwd,bigcrosby,SURVEY_ID,N
SURVEY_ID,crwd,como,SURVEY_ID,N
SURVEY_ID,crwd,loeb,SURVEY_ID,N
SURVEY_ID,crwd,mccarrons,SURVEY_ID,N
SURVEY_ID,crwd,uppercrosby,SURVEY_ID,N
SURVEY_ID,dustin,artichoke,SURVEY_ID,N
SURVEY_ID,dustin,belle,SURVEY_ID,N
SURVEY_ID,dustin,carlos,SURVEY_ID,N
SURVEY_ID,dustin,carrie,SURVEY_ID,N
SURVEY_ID,dustin,cedar,SURVEY_ID,N
SURVEY_ID,dustin,hill,SURVEY_ID,N
SURVEY_ID,dustin,madison,SURVEY_ID,N
SURVEY_ID,dustin,pearl,SURVEY_ID,N
SURVEY_ID,dustin,peltier,SURVEY_ID,N
SURVEY_ID,dustin,portage,SURVEY_ID,N
SURVEY_ID,dustin,redsand,SURVEY_ID,N
SURVEY_ID,dustin,southcenter,SURVEY_ID,N
SURVEY_ID,dustin,stjames,SURVEY_ID,N
SURVEY_ID,dustin,stolaf,SURVEY_ID,N
SURVEY_ID,Eric Fieldseth,big,SURVEY_ID,N
SURVEY_ID,Eric Fieldseth,brooks,SURVEY_ID,N
SURVEY_ID,Eric Fieldseth,eagle,SURVEY_ID,N
SURVEY_ID,Eric Fieldseth,mitchell,SURVEY_ID,N
SURVEY_ID,fieldseth,halsted,SURVEY_ID,N
SURVEY_ID,fieldseth,minnewashta,SURVEY_ID,N
SURVEY_ID,fieldseth,stalban,SURVEY_ID,N
SURVEY_ID,James Johnson,ann,SURVEY_ID,N
SURVEY_ID,James Johnson,armstrong,SURVEY_ID,N
SURVEY_ID,James Johnson,bass,SURVEY_ID,N
SURVEY_ID,James Johnson,beebe,SURVEY_ID,N
SURVEY_ID,James Johnson,brownie,SURVEY_ID,N
SURVEY_ID,James Johnson,calhoun,SURVEY_ID,N
SURVEY_ID,James Johnson,carsons bay,SURVEY_ID,N
SURVEY_ID,James Johnson,cedar,SURVEY_ID,N
SURVEY_ID,James Johnson,christmas,SURVEY_ID,N
SURVEY_ID,James Johnson,coal,SURVEY_ID,N
SURVEY_ID,James Johnson,colby,SURVEY_ID,N
SURVEY_ID,James Johnson,crooked,SURVEY_ID,N
SURVEY_ID,James Johnson,crookneck,SURVEY_ID,N
SURVEY_ID,James Johnson,duck,SURVEY_ID,N
SURVEY_ID,James Johnson,eagle,SURVEY_ID,N
SURVEY_ID,James Johnson,east phelps bay,SURVEY_ID,N
SURVEY_ID,James Johnson,eastbattle,SURVEY_ID,N
SURVEY_ID,James Johnson,fish,SURVEY_ID,N
SURVEY_ID,James Johnson,gideons bay,SURVEY_ID,N
SURVEY_ID,James Johnson,grays,SURVEY_ID,N
SURVEY_ID,James Johnson,grey cloud slough,SURVEY_ID,N
SURVEY_ID,James Johnson,harriet,SURVEY_ID,N
SURVEY_ID,James Johnson,howard,SURVEY_ID,N
SURVEY_ID,James Johnson,idlewild,SURVEY_ID,N
SURVEY_ID,James Johnson,isles,SURVEY_ID,N
SURVEY_ID,James Johnson,john,SURVEY_ID,N
SURVEY_ID,James Johnson,julia,SURVEY_ID,N
SURVEY_ID,James Johnson,la,SURVEY_ID,N
SURVEY_ID,James Johnson,long,SURVEY_ID,N
SURVEY_ID,James Johnson,lotus,SURVEY_ID,N
SURVEY_ID,James Johnson,louisa,SURVEY_ID,N
SURVEY_ID,James Johnson,lowermission,SURVEY_ID,N
SURVEY_ID,James Johnson,maple,SURVEY_ID,N
SURVEY_ID,James Johnson,marie,SURVEY_ID,N
SURVEY_ID,James Johnson,markgrafs,SURVEY_ID,N
SURVEY_ID,James Johnson,martha,SURVEY_ID,N
SURVEY_ID,James Johnson,maxwell,SURVEY_ID,N
SURVEY_ID,James Johnson,north arm,SURVEY_ID,N
SURVEY_ID,James Johnson,pike,SURVEY_ID,N
SURVEY_ID,James Johnson,platte,SURVEY_ID,N
SURVEY_ID,James Johnson,powers,SURVEY_ID,N
SURVEY_ID,James Johnson,pulaski,SURVEY_ID,N
SURVEY_ID,James Johnson,ravine,SURVEY_ID,N
SURVEY_ID,James Johnson,rebecca,SURVEY_ID,N
SURVEY_ID,James Johnson,red rock,SURVEY_ID,N
SURVEY_ID,James Johnson,rice,SURVEY_ID,N
SURVEY_ID,James Johnson,ricemarsh,SURVEY_ID,N
SURVEY_ID,James Johnson,riley,SURVEY_ID,N
SURVEY_ID,James Johnson,rush,SURVEY_ID,N
SURVEY_ID,James Johnson,silver,SURVEY_ID,N
SURVEY_ID,James Johnson,southeast anderson,SURVEY_ID,N
SURVEY_ID,James Johnson,st albans,SURVEY_ID,N
SURVEY_ID,James Johnson,stubbs,SURVEY_ID,N
SURVEY_ID,James Johnson,sullivan,SURVEY_ID,N
SURVEY_ID,James Johnson,susan,SURVEY_ID,N
SURVEY_ID,James Johnson,vails,SURVEY_ID,N
SURVEY_ID,James Johnson,weaver,SURVEY_ID,N
SURVEY_ID,James Johnson,wilmes,SURVEY_ID,N
SURVEY_ID,Jill Sweet,big sob,SURVEY_ID,N
SURVEY_ID,Jill Sweet,carl krey,SURVEY_ID,N
SURVEY_ID,Jill Sweet,cemetary,SURVEY_ID,N
SURVEY_ID,Jill Sweet,christmas,SURVEY_ID,N
SURVEY_ID,Jill Sweet,church,SURVEY_ID,N
SURVEY_ID,Jill Sweet,crown college pond,SURVEY_ID,N
SURVEY_ID,Jill Sweet,dickeys,SURVEY_ID,N
SURVEY_ID,Jill Sweet,east auburn,SURVEY_ID,N
SURVEY_ID,Jill Sweet,east phelps,SURVEY_ID,N
SURVEY_ID,Jill Sweet,grass,SURVEY_ID,N
SURVEY_ID,Jill Sweet,grays,SURVEY_ID,N
SURVEY_ID,Jill Sweet,halsteads,SURVEY_ID,N
SURVEY_ID,Jill Sweet,harvey,SURVEY_ID,N
SURVEY_ID,Jill Sweet,hiawatha,SURVEY_ID,N
SURVEY_ID,Jill Sweet,isles,SURVEY_ID,N
SURVEY_ID,Jill Sweet,keslers pond,SURVEY_ID,N
SURVEY_ID,Jill Sweet,langdon,SURVEY_ID,N
SURVEY_ID,Jill Sweet,legion,SURVEY_ID,N
SURVEY_ID,Jill Sweet,libbs,SURVEY_ID,N
SURVEY_ID,Jill Sweet,long,SURVEY_ID,N
SURVEY_ID,Jill Sweet,lydiard,SURVEY_ID,N
SURVEY_ID,Jill Sweet,marsh,SURVEY_ID,N
SURVEY_ID,Jill Sweet,meadowbrook,SURVEY_ID,N
SURVEY_ID,Jill Sweet,milnor,SURVEY_ID,N
SURVEY_ID,Jill Sweet,minnewashta,SURVEY_ID,N
SURVEY_ID,Jill Sweet,mother,SURVEY_ID,N
SURVEY_ID,Jill Sweet,mud,SURVEY_ID,N
SURVEY_ID,Jill Sweet,n. lundsten,SURVEY_ID,N
SURVEY_ID,Jill Sweet,north arm,SURVEY_ID,N
SURVEY_ID,Jill Sweet,pamela,SURVEY_ID,N
SURVEY_ID,Jill Sweet,parley,SURVEY_ID,N
SURVEY_ID,Jill Sweet,phelps bay,SURVEY_ID,N
SURVEY_ID,Jill Sweet,piersons,SURVEY_ID,N
SURVEY_ID,Jill Sweet,powderhorn,SURVEY_ID,N
SURVEY_ID,Jill Sweet,s. lundsten,SURVEY_ID,N
SURVEY_ID,Jill Sweet,saunders-east,SURVEY_ID,N
SURVEY_ID,Jill Sweet,saunders-west,SURVEY_ID,N
SURVEY_ID,Jill Sweet,schutz,SURVEY_ID,N
SURVEY_ID,Jill Sweet,st joe,SURVEY_ID,N
SURVEY_ID,Jill Sweet,st. albans,SURVEY_ID,N
SURVEY_ID,Jill Sweet,steiger,SURVEY_ID,N
SURVEY_ID,Jill Sweet,stone,SURVEY_ID,N
SURVEY_ID,Jill Sweet,sunny,SURVEY_ID,N
SURVEY_ID,Jill Sweet,taft,SURVEY_ID,N
SURVEY_ID,Jill Sweet,turbid,SURVEY_ID,N
SURVEY_ID,Jill Sweet,twin,SURVEY_ID,N
SURVEY_ID,Jill Sweet,wasserman,SURVEY_ID,N
SURVEY_ID,Jill Sweet,west auburn,SURVEY_ID,N
SURVEY_ID,Jill Sweet,windsor,SURVEY_ID,N
SURVEY_ID,Jill Sweet,wolsfeld,SURVEY_ID,N
SURVEY_ID,Jill Sweet,zumbra,SURVEY_ID,N
SURVEY_ID,Jill Sweet_19,east auburn,SURVEY_ID,N
SURVEY_ID,Jill Sweet_19,marsh,SURVEY_ID,N
SURVEY_ID,Jill Sweet_19,mud,SURVEY_ID,N
SURVEY_ID,Jill Sweet_19,north lundsten,SURVEY_ID,N
SURVEY_ID,Jill Sweet_19,parley,SURVEY_ID,N
SURVEY_ID,Jill Sweet_19,south lundsten,SURVEY_ID,N
SURVEY_ID,Jill Sweet_19,steiger,SURVEY_ID,N
SURVEY_ID,Jill Sweet_19,sunny,SURVEY_ID,N
SURVEY_ID,Jill Sweet_19,turbid,SURVEY_ID,N
SURVEY_ID,Jill Sweet_19,wass pond west,SURVEY_ID,N
SURVEY_ID,Jill Sweet_19,wasserman,SURVEY_ID,N
SURVEY_ID,Jill Sweet_19,west auburn,SURVEY_ID,N
SURVEY_ID,Jill Sweet_19,zumbra,SURVEY_ID,N
SURVEY_ID,lund,cedar,SURVEY_ID,N
SURVEY_ID,lund,silver,SURVEY_ID,N
SURVEY_ID,Mark Ranweiler,barrett,SURVEY_ID,N
SURVEY_ID,Mark Ranweiler,blueberry,SURVEY_ID,N
SURVEY_ID,Mark Ranweiler,geneva,SURVEY_ID,N
SURVEY_ID,Mark Ranweiler,irene,SURVEY_ID,N
SURVEY_ID,Mark Ranweiler,oscar,SURVEY_ID,N
SURVEY_ID,Mark Ranweiler,toad,SURVEY_ID,N
SURVEY_ID,Mark Ranweiler,upper cormorant,SURVEY_ID,N
SURVEY_ID,Matt Berg,arrowhead,SURVEY_ID,N
SURVEY_ID,Matt Berg,cornelia,SURVEY_ID,N
SURVEY_ID,Matt Berg,nancy,SURVEY_ID,N
SURVEY_ID,Matt Berg,orono,SURVEY_ID,N
SURVEY_ID,mccomas,clearw,SURVEY_ID,N
SURVEY_ID,mccomas,gleason,SURVEY_ID,N
SURVEY_ID,mccomas,gleasonnorth,SURVEY_ID,N
SURVEY_ID,mccomas,keller,SURVEY_ID,N
SURVEY_ID,mccomas,longd,SURVEY_ID,N
SURVEY_ID,mccomas,reshanau,SURVEY_ID,N
SURVEY_ID,mccomas,round,SURVEY_ID,N
SURVEY_ID,Meg Rattei,crane,SURVEY_ID,N
SURVEY_ID,Meg Rattei,demontreville,SURVEY_ID,N
SURVEY_ID,Meg Rattei,eagle point,SURVEY_ID,N
SURVEY_ID,Meg Rattei,edith,SURVEY_ID,N
SURVEY_ID,Meg Rattei,elmo,SURVEY_ID,N
SURVEY_ID,Meg Rattei,horseshoe,SURVEY_ID,N
SURVEY_ID,Meg Rattei,jane,SURVEY_ID,N
SURVEY_ID,Meg Rattei,long,SURVEY_ID,N
SURVEY_ID,Meg Rattei,mcdonald,SURVEY_ID,N
SURVEY_ID,Meg Rattei,northwood,SURVEY_ID,N
SURVEY_ID,Meg Rattei,olson,SURVEY_ID,N
SURVEY_ID,Meg Rattei,pomroy,SURVEY_ID,N
SURVEY_ID,Meg Rattei,sunfish,SURVEY_ID,N
SURVEY_ID,Meg Rattei,sweeney,SURVEY_ID,N
SURVEY_ID,Meg Rattei,twin,SURVEY_ID,N
SURVEY_ID,Meg Rattei,westwood,SURVEY_ID,N
SURVEY_ID,Meg Rattei_19,demontreville,SURVEY_ID,N
SURVEY_ID,Meg Rattei_19,elmo,SURVEY_ID,N
SURVEY_ID,Meg Rattei_19,jane,SURVEY_ID,N
SURVEY_ID,Meg Rattei_19,katherine abbott pond,SURVEY_ID,N
SURVEY_ID,Meg Rattei_19,long,SURVEY_ID,N
SURVEY_ID,Meg Rattei_19,lost,SURVEY_ID,N
SURVEY_ID,Meg Rattei_19,olson,SURVEY_ID,N
SURVEY_ID,Meg Rattei_19,parkers,SURVEY_ID,N
SURVEY_ID,Meg Rattei_19,silver,SURVEY_ID,N
SURVEY_ID,Meg Rattei_19,sweeney,SURVEY_ID,N
SURVEY_ID,Meg Rattei_19,twin,SURVEY_ID,N
SURVEY_ID,Meg Rattei_19,westwood,SURVEY_ID,N
SURVEY_ID,newman,ann,SURVEY_ID,N
SURVEY_ID,newman,blueberry,SURVEY_ID,N
SURVEY_ID,newman,clearm,SURVEY_ID,N
SURVEY_ID,newman,coal,SURVEY_ID,N
SURVEY_ID,newman,crookneck,SURVEY_ID,N
SURVEY_ID,newman,fish,SURVEY_ID,N
SURVEY_ID,newman,julia,SURVEY_ID,N
SURVEY_ID,newman,longi,SURVEY_ID,N
SURVEY_ID,newman,lotus,SURVEY_ID,N
SURVEY_ID,newman,lowermission,SURVEY_ID,N
SURVEY_ID,newman,lucy,SURVEY_ID,N
SURVEY_ID,newman,mitchell,SURVEY_ID,N
SURVEY_ID,newman,otter,SURVEY_ID,N
SURVEY_ID,newman,rebecca,SURVEY_ID,N
SURVEY_ID,newman,riley,SURVEY_ID,N
SURVEY_ID,newman,rush,SURVEY_ID,N
SURVEY_ID,newman,silver,SURVEY_ID,N
SURVEY_ID,newman,smithstonka,SURVEY_ID,N
SURVEY_ID,newman,staring,SURVEY_ID,N
SURVEY_ID,newman,susan,SURVEY_ID,N
SURVEY_ID,newman,vails,SURVEY_ID,N
SURVEY_ID,newman,vetstonka,SURVEY_ID,N
SURVEY_ID,newman,weaver,SURVEY_ID,N
SURVEY_ID,Rob Brown,brownie,SURVEY_ID,N
SURVEY_ID,Rob Brown,calhoun,SURVEY_ID,N
SURVEY_ID,Rob Brown,cedar,SURVEY_ID,N
SURVEY_ID,Rob Brown,harriet,SURVEY_ID,N
SURVEY_ID,Rob Brown,isles,SURVEY_ID,N
SURVEY_ID,Rob Brown,loring,SURVEY_ID,N
SURVEY_ID,Rob Brown,powderhorn,SURVEY_ID,N
SURVEY_ID,Rob Brown,wirth,SURVEY_ID,N
SURVEY_ID,sblood,kohlman,SURVEY_ID,N
surface_mat,Jill Sweet,mud,SURFACE_GROWTH,N
surface_mat,Jill Sweet,parley,SURFACE_GROWTH,N
surface_mat,Jill Sweet,s. lundsten,SURFACE_GROWTH,N
surface_mat,Jill Sweet,zumbra,SURFACE_GROWTH,N
surface_mat,Jill Sweet_19,east auburn,SURFACE_GROWTH,N
surface_mat,Jill Sweet_19,north lundsten,SURFACE_GROWTH,N
surface_mat,Jill Sweet_19,south lundsten,SURFACE_GROWTH,N
surface_mat,Jill Sweet_19,steiger,SURFACE_GROWTH,N
surface_mat,Jill Sweet_19,west auburn,SURFACE_GROWTH,N
surface_growth__1=yes_0=no,newman,ann,SURFACE_GROWTH,N
surface_growth__1=yes_0=no,newman,blueberry,SURFACE_GROWTH,N
surface_growth__1=yes_0=no,newman,clearm,SURFACE_GROWTH,N
surface_growth__1=yes_0=no,newman,coal,SURFACE_GROWTH,N
surface_growth__1=yes_0=no,newman,crookneck,SURFACE_GROWTH,N
surface_growth__1=yes_0=no,newman,fish,SURFACE_GROWTH,N
surface_growth__1=yes_0=no,newman,julia,SURFACE_GROWTH,N
surface_growth__1=yes_0=no,newman,longi,SURFACE_GROWTH,N
surface_growth__1=yes_0=no,newman,lowermission,SURFACE_GROWTH,N
surface_growth__1=yes_0=no,newman,lucy,SURFACE_GROWTH,N
surface_growth__1=yes_0=no,newman,mitchell,SURFACE_GROWTH,N
surface_growth__1=yes_0=no,newman,otter,SURFACE_GROWTH,N
surface_growth__1=yes_0=no,newman,rebecca,SURFACE_GROWTH,N
surface_growth__1=yes_0=no,newman,rush,SURFACE_GROWTH,N
surface_growth__1=yes_0=no,newman,silver,SURFACE_GROWTH,N
surface_growth__1=yes_0=no,newman,staring,SURFACE_GROWTH,N
surface_growth__1=yes_0=no,newman,susan,SURFACE_GROWTH,N
surface_growth__1=yes_0=no,newman,vails,SURFACE_GROWTH,N
surface_growth__1=yes_0=no,newman,weaver,SURFACE_GROWTH,N
surface_growth__1=yes,newman,smithstonka,SURFACE_GROWTH,N
surface_growth__1=yes,newman,vetstonka,SURFACE_GROWTH,N
surface_growth,James Johnson,coal,SURFACE_GROWTH,N
surface_growth,James Johnson,crookneck,SURFACE_GROWTH,N
surface_growth,James Johnson,fish,SURFACE_GROWTH,N
surface_growth,James Johnson,julia,SURFACE_GROWTH,N
surface_growth,James Johnson,lowermission,SURFACE_GROWTH,N
surface_growth,James Johnson,rebecca,SURFACE_GROWTH,N
surface_growth,James Johnson,rush,SURFACE_GROWTH,N
surface_growth,James Johnson,vails,SURFACE_GROWTH,N
surface_growth,James Johnson,weaver,SURFACE_GROWTH,N
Surface algae,alexadd,alexadd,Algae,Y
surface,James Johnson,weaver,SURFACE_GROWTH,N
surface,Jill Sweet,christmas,SURFACE_GROWTH,N
surface,newman,lucy,SURFACE_GROWTH,N
surface,newman,riley,SURFACE_GROWTH,N
surface,newman,staring,SURFACE_GROWTH,N
surface,newman,susan,SURFACE_GROWTH,N
substrate,Meg Rattei_19,westwood,SUBSTRATE,N
SUBMITTER_NAME,alexadd,alexadd,SUBMITTER_NAME,N
STUVAG,alexadd,alexadd,Stuckenia vaginata,Y
STUPEC,alexadd,alexadd,Stuckenia pectinata,Y
stukenia_pectinatus,lund,silver,Stuckenia pectinata,Y
"stukenia_pectinata,_sago_pondweed",sblood,kohlman,Stuckenia pectinata,Y
Stukenia filiformis,alexadd,alexadd,Stuckenia filiformis,Y
STUFIL,alexadd,alexadd,Stuckenia filiformis,Y
stuckenia_sp,alexadd,alexadd,Stuckenia sp,Y
stuckenia_pectinata_sago_pondweed,Meg Rattei_19,westwood,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",April Londo,jane,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",James Johnson,weaver,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Matt Berg,nancy,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Matt Berg,orono,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Meg Rattei,crane,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Meg Rattei,demontreville,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Meg Rattei,eagle point,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Meg Rattei,edith,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Meg Rattei,elmo,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Meg Rattei,horseshoe,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Meg Rattei,jane,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Meg Rattei,northwood,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Meg Rattei,olson,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Meg Rattei,sunfish,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Meg Rattei,sweeney,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Meg Rattei,twin,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Meg Rattei,westwood,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Meg Rattei_19,demontreville,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Meg Rattei_19,elmo,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Meg Rattei_19,jane,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Meg Rattei_19,olson,Stuckenia pectinata,Y
"stuckenia_pectinata,sago_pondweed",Meg Rattei_19,westwood,Stuckenia pectinata,Y
"stuckenia_pectinata,_sago_pondweed",Meg Rattei,eagle point,Stuckenia pectinata,Y
"stuckenia_pectinata,_sago_pondweed",Meg Rattei,elmo,Stuckenia pectinata,Y
"stuckenia_pectinata,_sago_pondweed",Meg Rattei,horseshoe,Stuckenia pectinata,Y
"stuckenia_pectinata,_sago_pondweed",Meg Rattei,jane,Stuckenia pectinata,Y
"stuckenia_pectinata,_sago_pondweed",Meg Rattei,sunfish,Stuckenia pectinata,Y
"stuckenia_pectinata,_sago_pondweed",sblood,kohlman,Stuckenia pectinata,Y
stuckenia_pectinata,Allison Gamble,benton,Stuckenia pectinata,Y
stuckenia_pectinata,Allison Gamble,cedar,Stuckenia pectinata,Y
stuckenia_pectinata,Allison Gamble,sakatah,Stuckenia pectinata,Y
stuckenia_pectinata,Allison Gamble,sakatah bay,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,bald eagle,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,big carnelian,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,cedar,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,coon,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,coon east,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,coon west,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,crooked,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,demontreville,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,ham,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,hyland,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,josephine,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,mcmahon,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,medicine,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,minnetonka north arm,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,o'dowd,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,orchard,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,pierson,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,sarah east,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,sarah west,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,schmidt,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,silver,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,turtle,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,winona,Stuckenia pectinata,Y
stuckenia_pectinata,April Londo,zumbra,Stuckenia pectinata,Y
stuckenia_pectinata,brasch,cleary,Stuckenia pectinata,Y
stuckenia_pectinata,brasch,hyland,Stuckenia pectinata,Y
stuckenia_pectinata,brasch,medicine,Stuckenia pectinata,Y
stuckenia_pectinata,brasch,rebecca,Stuckenia pectinata,Y
stuckenia_pectinata,brasch,sarahe,Stuckenia pectinata,Y
