fw_id,dowlknum,pw_basin_n,pw_parent_,pw_sub_nam,sub_flag,wb_class,lake_class,acres.x,shore_mi,center_utm,center_u_1,cty_name,dnr_region,fsh_office,outside_mn,delineated,delineatio,delineat_1,delineat_2,approved_b,approval_d,approval_n,has_flag,flag_type,publish_da,lksdb_basi,has_wld_fl,wld_flag_t,unique_id,created_us,created_da,last_edite,last_edi_1,ow_use,pwi_class,map_displa,map_label,shape_Leng,shape_Area,INSIDE_X,INSIDE_Y,in_lakefin,dow_main,order_ID,major,major_name,acres.y,sq_miles,prod_year,source,HUC_8,Shape_Leng,Shape_Area,DOW,LAKE_NAME,nyears,nsurveys,surveylist,datasource,ntaxa,taxalist,surveyorlist
13049,61009900,Mary,Mary,,X,Lake or Pond,0,66.16676107,1.59354862,308919.390245,5045782.62432,Pope,1,,N,USGS,2004-07-08,ORIG DLG,Original USGS/DLG delineation,,,,,,2022-03-31,18556,,,8583,,,DNRHYDRO,2022-03-25,Y,P,Y,Mary,2564.57303949,267767.381981,308771.9348,5045772.9723,Y,61009900,10533,26,Chippewa River,1330147,2078,2009,DNR Catchment Dataset,07020005,627336.61326,5382937400.28,61009900,mary,1,1,2004-06-15,DNR Shallow Lakes,2,"Stuckenia pectinata, Ceratophyllum demersum",NA
13065,61010000,Celia,Celia,,X,Lake or Pond,0,70.86937778,1.22315984,308263.818445,5045118.77804,Pope,1,Glenwood,N,USGS,2004-07-08,z_redigAQ,Original USGS/DLG delineation,,,,Y,AQ18,2022-03-31,18557,,,9174,,,DNRHYDRO,2022-03-25,Y,P,Y,Celia,1968.4888887,286798.19661,308263.818445,5045118.77804,Y,61010000,10760,26,Chippewa River,1330147,2078,2009,DNR Catchment Dataset,07020005,627336.61326,5382937400.28,61010000,celia,1,1,2004-06-25,DNR Shallow Lakes,4,"Myriophyllum sibiricum, Potamogeton zosteriformis, Stuckenia pectinata, Potamogeton richardsonii",NA
2801,61010100,Nelson,Nelson,,N,Lake or Pond,43,293.33395553,3.96597478,309132.541995,5044158.67661,Pope,1,Glenwood,N,FSH,2007-09-07,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,"FSW, RCL, SVY",2022-03-31,18558,,,31197,,,DNRHYDRO,2022-03-25,Y,P,Y,Nelson,6382.63048357,1187080.40184,309132.541995,5044158.67661,Y,61010100,10538,26,Chippewa River,1330147,2078,2009,DNR Catchment Dataset,07020005,627336.61326,5382937400.28,61010100,nelson,4,4,"2003-07-31, 2007-07-20, 2009-07-20, 2012-06-19",DNR Shallow Lakes,17,"Schoenoplectus acutus, Ceratophyllum demersum, Lemna minor, Najas flexilis, Stuckenia pectinata, Potamogeton (narrow), Potamogeton zosteriformis, Myriophyllum sibiricum, Chara, Potamogeton praelongus, Typha angustifolia, Elodea canadensis, Potamogeton friesii, ProtectedSpecies_3, Potamogeton richardsonii, Drepanocladus, Schoenoplectus","NA, NA, NA, NA"
13068,61010200,Unnamed (Jennum),Unnamed (Jennum),,X,Lake or Pond,0,48.43579525,1.11978728,310455.659405,5045053.99855,Pope,1,,N,,,z_redigAQ,,,,,Y,AQ18,2022-03-31,18559,,,157926,,,DNRHYDRO,2022-03-25,Y,W,Y,Unnamed (Jennum),1802.12654234,196012.709079,310455.659405,5045053.99855,Y,61010200,10641,26,Chippewa River,1330147,2078,2009,DNR Catchment Dataset,07020005,627336.61326,5382937400.28,61010200,unnamed,1,1,2004-07-27,DNR Shallow Lakes,10,"Chara, Myriophyllum sibiricum, Potamogeton richardsonii, Ceratophyllum demersum, Potamogeton zosteriformis, Stuckenia pectinata, Potamogeton friesii, Potamogeton pusillus, Potamogeton praelongus, Najas flexilis",NA
16542,61010500,Helle,Helle,,X,Lake or Pond,0,91.80186604,2.5562708,311391.429621,5043594.57675,Pope,1,,N,FSH,2007-02-09,2005 FSA,Re-delineation by DNR Fisheries staff,,,,Y,"FSW, RCL, WRP",2022-03-31,16190,,,7994,,,DNRHYDRO,2022-03-25,Y,P,Y,Helle,4113.92730523,371508.971167,311391.429621,5043594.57675,Y,61010500,10733,26,Chippewa River,1330147,2078,2009,DNR Catchment Dataset,07020005,627336.61326,5382937400.28,61010500,helle,3,3,"2004-06-18, 2007-07-23, 2010-07-28",DNR Shallow Lakes,14,"Ceratophyllum demersum, Potamogeton friesii, Potamogeton zosteriformis, Stuckenia pectinata, Potamogeton (narrow), Myriophyllum sibiricum, Najas flexilis, Schoenoplectus tabernaemontani, Phragmites australis, Schoenoplectus, Typha angustifolia, Sagittaria, Schoenoplectus acutus, Chara","NA, NA, NA"
12744,61010800,White Star,White Star,,X,Lake or Pond,0,91.14545471,2.11058748,307260.777016,5059815.85936,Pope,1,,N,,,DNR 24k POLYS,,,,,,,2022-03-31,16193,,,157915,,,DNRHYDRO,2022-03-25,Y,P,Y,White Star,3396.66809344,368852.568774,307260.777016,5059815.85936,Y,61010800,10616,26,Chippewa River,1330147,2078,2009,DNR Catchment Dataset,07020005,627336.61326,5382937400.28,61010800,white star,1,1,2004-06-24,DNR Shallow Lakes,5,"Chara, Najas flexilis, Schoenoplectus acutus, Typha, Stuckenia pectinata",NA
13276,61013900,Benson,Benson,,X,Lake or Pond,0,76.98286517,2.55930507,302680.022838,5036864.2167,Pope,1,,N,,,z_redigAQ,,,,,Y,AQ18,2022-03-31,19678,,,157932,,,DNRHYDRO,2022-03-25,Y,P,Y,Benson,4118.81049572,311538.602311,302680.022838,5036864.2167,Y,61013900,10592,26,Chippewa River,1330147,2078,2009,DNR Catchment Dataset,07020005,627336.61326,5382937400.28,61013900,benson,1,1,2010-07-15,DNR Shallow Lakes,10,"Potamogeton (narrow), Elodea canadensis, Myriophyllum sibiricum, Potamogeton zosteriformis, Stuckenia pectinata, Potamogeton richardsonii, Ceratophyllum demersum, Potamogeton natans, Typha angustifolia, Nuphar variegata",NA
12929,61014500,Unnamed,Unnamed,,X,Lake or Pond,0,14.04505809,0.7775422,302256.845176,5050696.92228,Pope,1,,N,FSH,2012-01-13,2010 FSA,Re-delineation by DNR Fisheries staff,,,,,,2022-03-31,19797,,,23144,,,DNRHYDRO,2022-03-25,Y,P,Y,Unnamed,1251.33537732,56838.3335366,302256.845176,5050696.92228,Y,61014500,10578,26,Chippewa River,1330147,2078,2009,DNR Catchment Dataset,07020005,627336.61326,5382937400.28,61014500,unnamed,1,1,2010-07-16,DNR Shallow Lakes,5,"Scirpus atrovirens, Stuckenia pectinata, Potamogeton (narrow), Myriophyllum sibiricum, Potamogeton richardsonii",NA
2755,61016200,Malmedal,Malmedal,,X,Lake or Pond,43,198.58528966,2.99599406,302756.284833,5060654.04662,Pope,1,Glenwood,N,FSH,2007-09-27,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,"FSW, SVY, WRP",2022-03-31,19814,,,32716,,,DNRHYDRO,2022-03-25,Y,P,Y,Malmedal,4821.5947139,803646.154865,302756.284833,5060654.04662,Y,61016200,10784,26,Chippewa River,1330147,2078,2009,DNR Catchment Dataset,07020005,627336.61326,5382937400.28,61016200,malmedal,1,1,2009-06-08,DNR Shallow Lakes,3,"Chara, Potamogeton (narrow), Schoenoplectus acutus",NA
12635,61017000,Larson,Larson,,X,Lake or Pond,0,118.68272556,2.5163825,298079.46115,5065825.39855,Pope,1,,N,USGS,2004-07-08,z_redig2-flag,Original USGS/DLG delineation,,,,Y,RCL,2022-03-31,20283,,,8836,,,DNRHYDRO,2022-03-25,Y,P,Y,Larson,4049.73318019,480291.950142,298079.46115,5065825.39855,Y,61017000,11271,26,Chippewa River,1330147,2078,2009,DNR Catchment Dataset,07020005,627336.61326,5382937400.28,61017000,larson,1,1,2004-06-22,DNR Shallow Lakes,9,"Ceratophyllum demersum, Lemna minor, Spirodela polyrhiza, Stuckenia pectinata, Potamogeton pusillus, Potamogeton crispus, Chara, Najas flexilis, Sparganium (floating)",NA
12652,61017600,Unnamed,Unnamed,,X,Lake or Pond,0,69.66531961,1.50208652,301430.301466,5064786.55679,Pope,1,,N,,,DNR 24k POLYS,,,,,,,2022-03-31,20398,,,157720,,,DNRHYDRO,2022-03-25,Y,P,Y,Unnamed,2417.37875712,281925.546089,301430.301466,5064786.55679,N,61017600,11212,26,Chippewa River,1330147,2078,2009,DNR Catchment Dataset,07020005,627336.61326,5382937400.28,61017600,unnamed,1,1,2007-05-29,DNR Shallow Lakes,4,"Potamogeton (narrow), Stuckenia pectinata, Ceratophyllum demersum, Schoenoplectus",NA
12573,61018300,Pike,Pike,,X,Lake or Pond,0,243.73802437,4.59371503,294494.881179,5069172.6693,Pope,1,,N,USGS,2004-07-08,ORIG DLG,Original USGS/DLG delineation,,,,,,2022-03-31,20406,,,32886,,,DNRHYDRO,2022-03-25,Y,P,Y,Pike,7392.882512,986372.789285,294494.881179,5069172.6693,Y,61018300,11068,26,Chippewa River,1330147,2078,2009,DNR Catchment Dataset,07020005,627336.61326,5382937400.28,61018300,pike,1,1,2006-06-14,DNR Shallow Lakes,7,"Myriophyllum sibiricum, Stuckenia pectinata, Potamogeton richardsonii, Ceratophyllum demersum, Chara, Utricularia vulgaris, Schoenoplectus acutus",NA
12716,61020000,Lybeck,Lybeck,,X,Lake or Pond,0,88.9470114,1.98588289,288777.252293,5061458.78322,Pope,1,,N,USGS,2004-07-08,ORIG DLG,Original USGS/DLG delineation,,,,,,2022-03-31,20423,,,8020,,,DNRHYDRO,2022-03-25,Y,P,Y,Lybeck,3195.97510432,359955.784335,288777.252293,5061458.78322,N,61020000,10967,26,Chippewa River,1330147,2078,2009,DNR Catchment Dataset,07020005,627336.61326,5382937400.28,61020000,lybeck,1,1,2009-05-26,DNR Shallow Lakes,4,"Ceratophyllum demersum, Chara, Typha angustifolia, Potamogeton (narrow)",NA
12651,61021100,Irgens,Irgens,,X,Lake or Pond,0,194.45280967,2.68636483,294227.254374,5064555.85015,Pope,1,,N,,,DNR 24k POLYS,,,,,,,2022-03-31,18643,,,157719,,,DNRHYDRO,2022-03-25,Y,P,Y,Irgens,4323.29377112,786922.601677,294227.254374,5064555.85015,Y,61021100,11226,26,Chippewa River,1330147,2078,2009,DNR Catchment Dataset,07020005,627336.61326,5382937400.28,61021100,irgen,1,1,2008-07-16,DNR Shallow Lakes,4,"Chara, Stuckenia pectinata, Schoenoplectus acutus, Ceratophyllum demersum",NA
13226,61027400,Unnamed,Unnamed,,X,Lake or Pond,0,8.53134052,0.56106582,301751.59867,5039457.10285,Pope,1,,N,USGS,2004-07-08,ORIG DLG,Original USGS/DLG delineation,,,,,,2022-03-31,19238,,,16541,,,DNRHYDRO,2022-03-25,Y,W,Y,Unnamed,902.949724057,34525.1101606,301751.59867,5039457.10285,Y,61027400,11122,26,Chippewa River,1330147,2078,2009,DNR Catchment Dataset,07020005,627336.61326,5382937400.28,61027400,unnamed,1,1,2010-07-15,DNR Shallow Lakes,6,"Ceratophyllum demersum, Potamogeton zosteriformis, Stuckenia pectinata, Elodea canadensis, Heteranthera dubia, Myriophyllum sibiricum",NA
12882,61028700,Unnamed,Unnamed,,X,Lake or Pond,0,24.88826992,0.96104311,322924.035882,5052754.81342,Pope,1,,N,,,DNR 24k POLYS,,,,,,,2022-03-31,19246,,,157955,,,DNRHYDRO,2022-03-25,Y,W,Y,Unnamed,1546.65205776,100719.254974,322924.035882,5052754.81342,Y,61028700,10396,26,Chippewa River,1330147,2078,2009,DNR Catchment Dataset,07020005,627336.61326,5382937400.28,61028700,unnamed,1,1,2004-08-12,DNR Shallow Lakes,14,"Ceratophyllum demersum, Chara, Najas flexilis, Potamogeton pusillus, Potamogeton zosteriformis, Sagittaria, Schoenoplectus tabernaemontani, Typha latifolia, Utricularia vulgaris, Zizania palustris, Stuckenia pectinata, Nuphar, Potamogeton friesii, Myriophyllum sibiricum",NA
0,61034500,Nora WMA,Nora WMA,,X,Lake or Pond,0,75.22622033,2.26588133,290210.473731,5061681.25863,Pope,1,,N,EWR,2011-11-30,PWI,Polygon from Public Waters (PW Subs) layer,,,,,,2022-03-31,19847,,,28760,,,DNRHYDRO,2022-03-25,Y,P,N,Nora WMA,3646.58981479,304429.712855,290210.473731,5061681.25863,Y,61034500,10876,26,Chippewa River,1330147,2078,2009,DNR Catchment Dataset,07020005,627336.61326,5382937400.28,61034500,nora wma,2,2,"2007-05-18, 2010-07-20",DNR Shallow Lakes,7,"Myriophyllum sibiricum, Potamogeton (narrow), Chara, Typha angustifolia, Carex, Schoenoplectus tabernaemontani, Ceratophyllum demersum","NA, NA"
12709,61034600,Nora WMA,Nora WMA,,X,Lake or Pond,0,6.61309858,0.38138941,289959.595362,5062259.64825,Pope,1,,N,USGS,2004-07-08,ORIG DLG,Original USGS/DLG delineation,,,,,,2022-03-31,19848,,,32844,,,DNRHYDRO,2022-03-25,Y,P,Y,Nora WMA,613.787981355,26762.2604654,289959.595362,5062259.64825,N,61034600,10921,26,Chippewa River,1330147,2078,2009,DNR Catchment Dataset,07020005,627336.61326,5382937400.28,61034600,nora wma,2,2,"2010-06-24, 2014-08-20",DNR Shallow Lakes,4,"Potamogeton (narrow), Ceratophyllum demersum, Chara, Stuckenia pectinata","NA, NA"
3100,62000100,Silver,Silver,,X,Lake or Pond,40,76.0284084,1.93869669,500923.615672,4985935.47642,Ramsey,3,Metro East,N,FSH,2012-08-29,2010 FSA,Re-delineation by DNR Fisheries staff,,,,Y,"FSW, INF, RCL, SVY",2022-03-31,20039,,,31027,,,DNRHYDRO,2022-03-25,Y,P,Y,Silver,3120.03612937,307676.052822,500923.615672,4985935.47642,Y,62000100,7135,37,Lower St. Croix River,585735,915,2009,DNR Catchment Dataset,07030005,418798.149917,2370396785.07,62000100,silver,8,14,"2014-06-27, 2006-07-26, 2011-08-01, 2012-07-12, 2013-08-13, 2014-08-05, 2015-08-20, 2016-08-09, 2015-06-17, 2015-08-27, 2012-07-20, 2009-05-15, 2009-06-22, 2009-08-15","Ramsey County, DNR Invasive Species Program, Three Rivers Park District, Newman Lab University of Minnesota",28,"Potamogeton pusillus, Potamogeton crispus, Elodea canadensis, Ceratophyllum demersum, Myriophyllum spicatum, Najas flexilis, Potamogeton amplifolius, Heteranthera dubia, Myriophyllum sibiricum, Ranunculus aquatilis, Lemna trisulca, Nymphaea tuberosa, Chara, Potamogeton robbinsii, Potamogeton zosteriformis, Nitella, Nymphaea odorata, Potamogeton foliosus, Potamogeton praelongus, Stuckenia pectinata, Typha, Eleocharis acicularis, Characeae, Najas, Lemna minor, Zannichellia palustris, Fontinalis antipyretica, Polygonum amphibium",", L. Fletcher, Dave M., A. Doll, C. Cremers, A. Doll, R. Roche, K. Lund, K. Lund, M. Verhoeven, M. Bokman(Scott Co.), K. Lund, K. Bloodsworth, K. Bloodsworth, M. Verhoeven, K. Cattoor, A. Londo, Three Rivers Park District, Three Rivers Park District, A. Doll, R. Roche, K. Lund, Ajay Jones, Ajay Jones, Ajay Jones"
3017,62000200,Bald Eagle,Bald Eagle,,X,Lake or Pond,24,1049.08961107,9.22926986,498754.028323,4995658.27583,Ramsey,3,Metro East,N,FSH,2017-05-18,,Re-delineation by DNR Score the Shore staff,,,,Y,"FSW, IBI, INF, ML, SVY",2022-03-31,20040,,,30881,DNRHYDRO,2017-08-31,DNRHYDRO,2022-03-25,Y,P,Y,Bald Eagle,14853.0997738,4245515.03022,498754.028323,4995658.27583,Y,62000200,6963,20,Mississippi River - Twin Cities,644320,1007,2009,DNR Catchment Dataset,07010206,431224.298462,2607482089.12,62000200,bald eagle,5,5,"2009-06-12, 2010-08-10, 2011-08-16, 2012-08-01, 2014-09-16",DNR Invasive Species Program,31,"Potamogeton crispus, Ceratophyllum demersum, Chara, Lemna trisulca, Myriophyllum spicatum, Nuphar variegata, Scirpus, Myriophyllum sibiricum, Ranunculus, Potamogeton illinoensis, Vallisneria americana, Stuckenia pectinata, Heteranthera dubia, Nymphaea odorata, Wolffia, Najas, Najas flexilis, Bidens beckii, Potamogeton praelongus, Typha, Drepanocladus, Potamogeton richardsonii, Potamogeton zosteriformis, Lemna, Ranunculus aquatilis, Nuphar advena, Najas guadalupensis, Potamogeton nodosus, Elodea canadensis, Nitella, Utricularia vulgaris","B. Hummel, A. Doll, A. Doll, M. Oliverius, A. Doll, C. Cremers, Rochelle Roche, Keegan Lund, K. Lund, K. Bloodsworth, E, Mottl"
3103,62000600,Kohlman,Kohlman,,X,Lake or Pond,40,84.11245837,1.75394416,495486.061451,4985661.02845,Ramsey,3,Metro East,N,FSH,2004-07-08,1991 DOQ,Re-delineation by DNR Fisheries staff,,,,Y,"INF, SVY",2022-03-31,20044,,,30882,,,DNRHYDRO,2022-03-25,Y,P,Y,Kohlman,2822.70515033,340391.042378,495486.061451,4985661.02845,Y,62000600,7043,20,Mississippi River - Twin Cities,644320,1007,2009,DNR Catchment Dataset,07010206,431224.298462,2607482089.12,62000600,kohlman,12,30,"2001-06-12, 2001-08-16, 2002-06-26, 2002-08-26, 2003-06-16, 2003-08-25, 2004-07-07, 2004-08-24, 2006-06-13, 2006-09-09, 2008-04-22, 2008-06-12, 2008-08-18, 2009-04-18, 2009-06-08, 2009-08-11, 2010-03-31, 2010-06-15, 2010-08-25, 2011-04-25, 2011-06-07, 2011-08-25, 2012-03-21, 2012-06-21, 2012-08-28, 2013-04-30, 2013-06-27, 2013-09-04, 2014-05-09, 2014-09-09",Ramsey-Washington Metro Watershed District,34,"Ceratophyllum demersum, Elodea, Myriophyllum spicatum, Nymphaea, Potamogeton (narrow), Potamogeton zosteriformis, Stuckenia pectinata, Lemna minor, Wolffia, Nuphar, Potamogeton crispus, Zannichellia palustris, Eleocharis, Poaceae, Typha, Chara, Spirodela polyrhiza, Najas, Nitella, Phalaris arundinacea, Najas flexilis, Potamogeton pusillus, Nymphaea odorata, Lemna trisulca, Nelumbo lutea, Wolffia columbiana, Elodea canadensis, Potamogeton, Nuphar advena, Potamogeton foliosus, Potamogeton obtusifolius, Potamogeton epihydrus, Potamogeton richardsonii, Heteranthera dubia","DNR Staff, DNR Staff, DNR Staff, DNR Staff, DNR Staff, DNR Staff, DNR Staff, DNR Staff, RWMWD Staff, RWMWD Staff, RWMWD Staff, , RWMWD Staff, RWMWD Staff, RWMWD Staff, RWMWD Staff, RWMWD Staff, RWMWD Staff, RWMWD Staff, , RWMWD Staff, RWMWD Staff, RWMWD Staff, RWMWD Staff, RWMWD Staff, RWMWD Staff, Simba Blood, Carrie Magnuson, RWMWD Staff, RWMWD Staff, RWMWD Staff, RWMWD Staff"
3147,62001600,Beaver,Beaver,,X,Lake or Pond,40,85.76254339,1.8286244,499630.10602,4979969.67039,Ramsey,3,Metro East,N,FSH,2012-01-13,2010 FSA,Re-delineation by DNR Fisheries staff,,,,Y,"FIN, FSW, INF, SVY",2022-03-31,20503,,,31014,,,DNRHYDRO,2022-03-25,Y,P,Y,Beaver,2942.89158839,347068.699505,499630.10602,4979969.67039,Y,62001600,7270,20,Mississippi River - Twin Cities,644320,1007,2009,DNR Catchment Dataset,07010206,431224.298462,2607482089.12,62001600,beaver,2,2,"2010-05-26, 2014-06-03",Ramsey County,14,"Ceratophyllum demersum, Lemna minor, Nymphaea odorata, Myriophyllum spicatum, Potamogeton crispus, Potamogeton zosteriformis, Elodea canadensis, Nuphar advena, Lemna trisulca, Drepanocladus, Spirodela polyrhiza, Elodea, Wolffia, Chara","Ramsey Conservation District, Ramsey Conservation District"
3788,62003400,Goose,Goose,,X,Lake or Pond,43,114.61840862,1.9534938,498599.290203,4990702.29865,Ramsey,3,Metro East,N,FSH,2007-09-07,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,SVY,2022-03-31,20640,,,7794,,,DNRHYDRO,2022-03-25,Y,P,Y,Goose,3143.84981582,463844.243043,498599.290203,4990702.29865,Y,62003400,7013,20,Mississippi River - Twin Cities,644320,1007,2009,DNR Catchment Dataset,07010206,431224.298462,2607482089.12,62003400,goose,1,1,2014-06-06,Ramsey County,3,"Elodea canadensis, Potamogeton crispus, Potamogeton foliosus",Ramsey Conservation District
3196,62004700,Crosby,U.S. Lock & Dam #2 Pool,,X,Riverine polygon,36,69.29929865,1.70082147,488133.168419,4972324.31694,Ramsey,3,Metro East,N,FSH,2007-09-07,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,SVY,2022-03-31,16222,,,9335,,,DNRHYDRO,2022-03-25,Y,P,Y,Crosby,2737.21229982,280444.311806,488133.168419,4972324.31694,Y,62004700,6604,20,Mississippi River - Twin Cities,644320,1007,2009,DNR Catchment Dataset,07010206,431224.298462,2607482089.12,62004700,big crosby,5,8,"2015-06-02, 2015-07-15, 2015-08-26, 2009-07-02, 2016-06-06, 2016-08-30, 2017-09-12, 2012-09-04","Capitol Region Watershed District, Ramsey County",19,"Lemna trisulca, Myriophyllum sibiricum, Potamogeton foliosus, Utricularia, Vallisneria americana, Potamogeton crispus, Nymphaea odorata, Brasenia schreberi, Ceratophyllum demersum, Lemna minor, Spirodela polyrhiza, Elodea canadensis, Ranunculus aquatilis, Najas flexilis, Stuckenia pectinata, Potamogeton zosteriformis, Myriophyllum spicatum, Wolffia, Nelumbo lutea","Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District"
14825,62022500,Upper,U.S. Lock & Dam #2 Pool,,X,Riverine polygon,0,6.79157355,0.46270453,487407.353685,4971862.74758,Ramsey,3,,N,,,DNR 24k POLYS,,,,,,,2022-03-31,19387,,,158672,,,DNRHYDRO,2022-03-25,Y,W,Y,Upper,744.652246894,27484.523057,487407.353685,4971862.74758,Y,62022500,6797,20,Mississippi River - Twin Cities,644320,1007,2009,DNR Catchment Dataset,07010206,431224.298462,2607482089.12,62022500,upper crosby,6,13,"2013-06-14, 2013-07-25, 2014-07-25, 2016-06-08, 2016-07-08, 2016-08-25, 2017-05-25, 2017-07-10, 2017-08-30, 2015-06-09, 2015-07-10, 2015-09-01, 2012-09-04","Ramsey County, Capitol Region Watershed District",15,"Lemna minor, Lemna trisulca, Stuckenia pectinata, Ceratophyllum demersum, Potamogeton crispus, Potamogeton zosteriformis, Najas, Elodea canadensis, Ranunculus aquatilis, Spirodela polyrhiza, Myriophyllum sibiricum, Potamogeton foliosus, Nuphar advena, Nelumbo lutea, Vallisneria americana","Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District"
3128,62005400,McCarron,McCarron,,X,Lake or Pond,30,73.25280529,1.4672377,491086.550102,4982758.80315,Ramsey,3,Metro East,N,FSH,2007-09-07,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,"INF, SVY",2022-03-31,16338,,,30926,,,DNRHYDRO,2022-03-25,Y,P,Y,McCarron,2361.29491406,296443.585554,491086.550102,4982758.80315,Y,62005400,6825,20,Mississippi River - Twin Cities,644320,1007,2009,DNR Catchment Dataset,07010206,431224.298462,2607482089.12,62005400,mccarron,7,11,"2012-08-29, 2013-06-03, 2013-07-23, 2014-05-30, 2015-05-22, 2015-07-08, 2015-08-24, 2016-06-02, 2017-07-14, 2010-06-16, 2010-08-24","Capitol Region Watershed District, Ramsey County, DNR Fisheries",27,"Chara, Elodea canadensis, Myriophyllum spicatum, Potamogeton foliosus, Najas, Ceratophyllum demersum, Potamogeton crispus, Nymphaea odorata, Vallisneria americana, Stuckenia pectinata, Potamogeton richardsonii, Nuphar advena, Wolffia, Potamogeton zosteriformis, Lemna minor, Najas flexilis, Brasenia schreberi, Spirodela polyrhiza, Heteranthera dubia, Nuphar, Myriophyllum sibiricum, Nymphaea, Lemna, Potamogeton (narrow), Potamogeton illinoensis, Nuphar variegata, Lemna trisulca","Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, DNR Fisheries, DNR Fisheries"
3790,62005500,Como,Como,,X,Lake or Pond,40,71.29771889,1.72678546,488925.980644,4980691.4423,Ramsey,3,Metro East,N,FSH,2012-01-13,2010 FSA,Re-delineation by DNR Fisheries staff,,,,Y,"FIN, FSW, RCL, SVY",2022-03-31,16339,,,22260,,,DNRHYDRO,2022-03-25,Y,P,Y,Como,2778.99738353,288531.631583,488925.980644,4980691.4423,Y,62005500,6733,20,Mississippi River - Twin Cities,644320,1007,2009,DNR Catchment Dataset,07010206,431224.298462,2607482089.12,62005500,como,5,11,"2012-08-28, 2013-06-06, 2013-07-24, 2015-05-28, 2015-08-28, 2016-06-02, 2016-07-11, 2016-08-23, 2017-07-17, 2017-09-06, 2015-07-17","Ramsey County, Capitol Region Watershed District",12,"Ceratophyllum demersum, Elodea canadensis, Potamogeton crispus, Stuckenia pectinata, Najas, Potamogeton zosteriformis, Lemna minor, Potamogeton foliosus, Najas flexilis, Spirodela polyrhiza, Najas guadalupensis, Vallisneria americana","Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District, Ramsey Conservation District"
3084,62005600,Owasso,Owasso,,X,Lake or Pond,24,374.96391715,5.64613241,490348.654912,4986864.48146,Ramsey,3,Metro East,N,FSH,2006-07-03,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,"FSW, IBI, INF, ML, SVY",2022-03-31,16340,,,30886,,,DNRHYDRO,2022-03-25,Y,P,Y,Owasso,9086.5874889,1517425.13629,490348.654912,4986864.48146,Y,62005600,6697,20,Mississippi River - Twin Cities,644320,1007,2009,DNR Catchment Dataset,07010206,431224.298462,2607482089.12,62005600,owasso,1,1,2010-06-16,Ramsey County,12,"Ceratophyllum demersum, Myriophyllum sibiricum, Myriophyllum spicatum, Najas, Chara, Elodea, Potamogeton amplifolius, Potamogeton crispus, Stuckenia pectinata, Nymphaea odorata, Potamogeton zosteriformis, Nuphar advena",Ramsey Conservation District
3089,62005700,Josephine,Josephine,,X,Lake or Pond,30,116.17313267,1.67836225,487930.14317,4986932.05926,Ramsey,3,Metro East,N,FSH,2006-06-26,2004 FSA,Re-delineation by DNR Fisheries staff,,,,Y,"FSW, IBI, INF, SVY",2022-03-31,16341,,,8143,,,DNRHYDRO,2022-03-25,Y,P,Y,Josephine,2701.0676253,470135.988073,487930.14317,4986932.05926,Y,62005700,6575,20,Mississippi River - Twin Cities,644320,1007,2009,DNR Catchment Dataset,07010206,431224.298462,2607482089.12,62005700,josephine,4,5,"2009-07-15, 2013-06-11, 2013-09-11, 2015-08-28, 2016-08-15",DNR Invasive Species Program,24,"Ceratophyllum demersum, Chara, Potamogeton crispus, Myriophyllum sibiricum, Potamogeton zosteriformis, Potamogeton gramineus, Elodea canadensis, Nuphar variegata, Myriophyllum spicatum, Potamogeton amplifolius, Potamogeton richardsonii, Najas flexilis, Nitella, Heteranthera dubia, Potamogeton praelongus, Potamogeton foliosus, Lemna trisulca, Drepanocladus, Najas, Characeae, Vallisneria americana, Eleocharis acicularis, Potamogeton illinoensis, Nuphar advena","Ramsey Co. conservation district, Ramsey Conservation District, K. Lund, M. Verhoeven, M. Kocian , Unk, K. Cattoor, A. Londo"
